Time	Sum	Command
10	10	--------> [ -e "$dir/$f" ]
3	13	-------> if [ -e "$dir/$f" ]...
10	10	--------> [ -e "$dir/$f" ]
7	7	------> [ "$dir" = '/' ]
66	119	------> set dir (__bobthefish_dirname "$dir")
28	53	-------> __bobthefish_dirname "$dir"
25	25	--------> string replace -r '/[^/]+/?$' '' -- $argv
13	13	------> [ "$dir" ]
14	55	------> for f in $files...
4	16	-------> if [ -e "$dir/$f" ]...
12	12	--------> [ -e "$dir/$f" ]
4	12	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
4	13	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
7	7	------> [ "$dir" = '/' ]
69	116	------> set dir (__bobthefish_dirname "$dir")
28	47	-------> __bobthefish_dirname "$dir"
19	19	--------> string replace -r '/[^/]+/?$' '' -- $argv
7	7	------> [ "$dir" ]
14	54	------> for f in $files...
4	16	-------> if [ -e "$dir/$f" ]...
12	12	--------> [ -e "$dir/$f" ]
3	12	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
4	12	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
7	7	------> [ "$dir" = '/' ]
54	101	------> set dir (__bobthefish_dirname "$dir")
26	47	-------> __bobthefish_dirname "$dir"
21	21	--------> string replace -r '/[^/]+/?$' '' -- $argv
6	6	------> [ "$dir" ]
12	51	------> for f in $files...
4	15	-------> if [ -e "$dir/$f" ]...
11	11	--------> [ -e "$dir/$f" ]
3	12	-------> if [ -e "$dir/$f" ]...
9	9	--------> [ -e "$dir/$f" ]
4	12	-------> if [ -e "$dir/$f" ]...
8	8	--------> [ -e "$dir/$f" ]
8	8	------> [ "$dir" = '/' ]
53	92	------> set dir (__bobthefish_dirname "$dir")
24	39	-------> __bobthefish_dirname "$dir"
15	15	--------> string replace -r '/[^/]+/?$' '' -- $argv
7	7	------> [ "$dir" ]
4	4	-----> return 1
6	6	---> [ -z "$should_show" ]
3	3	---> return
63	2459	--> set -l git_root_dir (__bobthefish_git_project_dir $real_pwd)
23	2396	---> __bobthefish_git_project_dir $real_pwd
9	9	----> [ "$theme_display_git" = 'no' ]
85	85	----> command -q git
7	7	----> set -q theme_vcs_ignore_paths
22	2272	----> if [ "$theme_git_worktree_support" != 'yes' ]...
8	8	-----> [ "$theme_git_worktree_support" != 'yes' ]
81	2191	-----> set -l git_toplevel (command git rev-parse --show-toplevel 2>/dev/null)
2110	2110	------> command git rev-parse --show-toplevel 2>/dev/null
20	20	-----> [ -z "$git_toplevel" ]
14	31	-----> switch $real_pwd/...
13	13	------> echo $git_toplevel
4	4	------> return
59	88	--> set -l hg_root_dir (__bobthefish_hg_project_dir $real_pwd)
16	29	---> __bobthefish_hg_project_dir $real_pwd
9	9	----> [ "$theme_display_hg" = 'yes' ]
4	4	----> return
53	81	--> set -l fossil_root_dir (__bobthefish_fossil_project_dir $real_pwd)
16	28	---> __bobthefish_fossil_project_dir $real_pwd
8	8	----> [ "$theme_display_fossil" = 'yes' ]
4	4	----> return
59	17247	--> switch (__bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir")...
19	174	---> __bobthefish_closest_parent "$git_root_dir" "$hg_root_dir" "$fossil_root_dir"
58	155	----> if builtin -q path...
19	19	-----> builtin -q path
59	78	-----> echo (path sort -r $argv)[1]
19	19	------> path sort -r $argv
48	17014	---> __bobthefish_prompt_git $git_root_dir $real_pwd
10	10	----> set -l dirty ''
55	3895	----> if [ "$theme_display_git_dirty" != 'no' ]...
9	9	-----> [ "$theme_display_git_dirty" != 'no' ]
68	1710	-----> set -l show_dirty (command git config --bool bash.showDirtyState 2>/dev/null)
1642	1642	------> command git config --bool bash.showDirtyState 2>/dev/null
14	2121	-----> if [ "$show_dirty" != 'false' ]...
14	14	------> [ "$show_dirty" != 'false' ]
83	2074	------> set dirty (command git diff --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_dirty_glyph")
1970	1970	-------> command git diff --no-ext-diff --quiet --exit-code 2>/dev/null
21	21	-------> echo -n "$git_dirty_glyph"
3	19	------> if [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]...
16	16	-------> [ "$dirty" -a "$theme_display_git_dirty_verbose" = 'yes' ]
71	1672	----> set -l staged (command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null; or echo -n "$git_staged_glyph")
1601	1601	-----> command git diff --cached --no-ext-diff --quiet --exit-code 2>/dev/null
50	1425	----> set -l stashed (__bobthefish_git_stashed)
10	1375	-----> __bobthefish_git_stashed
22	1365	------> if [ "$theme_display_git_stashed_verbose" = 'yes' ]...
9	9	-------> [ "$theme_display_git_stashed_verbose" = 'yes' ]
1334	1334	-------> command git rev-parse --verify --quiet refs/stash >/dev/null
52	1508	----> set -l ahead (__bobthefish_git_ahead)
15	1456	-----> __bobthefish_git_ahead
5	12	------> if [ "$theme_display_git_ahead_verbose" = 'yes' ]...
7	7	-------> [ "$theme_display_git_ahead_verbose" = 'yes' ]
6	6	------> set -l ahead 0
5	5	------> set -l behind 0
53	1398	------> for line in (command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null)...
1345	1345	-------> command git rev-list --left-right '@{upstream}...HEAD' 2>/dev/null
5	20	------> if [ $ahead -eq 1 ]...
10	10	-------> [ $ahead -eq 1 ]
5	5	-------> [ $behind -eq 1 ]
5	5	----> set -l new ''
8	2807	----> if [ "$theme_display_git_untracked" != 'no' ]...
7	7	-----> [ "$theme_display_git_untracked" != 'no' ]
65	1206	-----> set -l show_untracked (command git config --bool bash.showUntrackedFiles 2>/dev/null)
1141	1141	------> command git config --bool bash.showUntrackedFiles 2>/dev/null
8	1586	-----> if [ "$show_untracked" != 'false' ]...
9	9	------> [ "$show_untracked" != 'false' ]
60	1559	------> set new (command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null)
1499	1499	-------> command git ls-files --other --exclude-standard --directory --no-empty-directory "$git_root_dir" 2>/dev/null
4	10	------> if [ "$new" ]...
6	6	-------> [ "$new" ]
10	10	----> set -l flags "$dirty$staged$stashed$ahead$new"
5	5	----> [ "$flags" ]
7	7	----> set flags " $flags"
9	9	----> set -l flag_colors $color_repo
8	21	----> if [ "$dirty" ]...
4	4	-----> [ "$dirty" ]
9	9	-----> set flag_colors $color_repo_dirty
36	853	----> __bobthefish_path_segment $git_root_dir project
8	8	-----> set -l segment_color $color_path
9	9	-----> set -l segment_basename_color $color_path_basename
4	14	-----> if not [ -w "$segment_dir" ]...
10	10	------> not [ -w "$segment_dir" ]
43	167	-----> __bobthefish_start_segment $segment_color
8	8	------> set -l bg $argv[1]
20	20	------> set -e argv[1]
7	7	------> set -l fg $argv[1]
5	5	------> set -e argv[1]
29	29	------> set_color normal
15	15	------> set_color -b $bg $fg $argv
27	34	------> switch "$__bobthefish_current_bg"...
7	7	-------> echo -n ' '
6	6	------> set __bobthefish_current_bg $bg
4	4	-----> set -l directory
5	5	-----> set -l parent
14	563	-----> switch "$segment_dir"...
47	459	------> set parent (__bobthefish_pretty_parent "$segment_dir")
29	412	-------> __bobthefish_pretty_parent "$segment_dir"
8	8	--------> set -q fish_prompt_pwd_dir_length
6	6	--------> set -l fish_prompt_pwd_dir_length 1
10	10	--------> set -l real_home ~
56	313	--------> set -l parent_dir (string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir))
105	257	---------> string replace -r '^'(__bobthefish_escape_regex "$real_home")'($|/)' '~$1' (__bobthefish_dirname $child_dir)
53	80	----------> __bobthefish_escape_regex "$real_home"
27	27	-----------> string escape --style=regex "$str" 2>/dev/null
26	72	----------> __bobthefish_dirname $child_dir
46	46	-----------> string replace -r '/[^/]+/?$' '' -- $argv
4	11	--------> if [ -z "$parent_dir" ]...
7	7	---------> [ -z "$parent_dir" ]
4	12	--------> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
8	8	---------> [ $fish_prompt_pwd_dir_length -eq 0 ]
23	23	--------> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' "$parent_dir/"
44	90	------> set directory (__bobthefish_basename "$segment_dir")
30	46	-------> __bobthefish_basename "$segment_dir"
16	16	--------> string replace -r '^.*/' '' -- $argv
15	15	-----> [ "$theme_show_project_parent" != "no" -o "$path_type" != "project" ]
8	8	-----> echo -n $parent
16	16	-----> set_color -b $segment_basename_color
8	8	-----> echo -ns $directory ' '
20	123	----> __bobthefish_start_segment $flag_colors
7	7	-----> set -l bg $argv[1]
5	5	-----> set -e argv[1]
6	6	-----> set -l fg $argv[1]
5	5	-----> set -e argv[1]
6	6	-----> set_color normal
12	12	-----> set_color -b $bg $fg $argv
31	55	-----> switch "$__bobthefish_current_bg"...
8	8	------> set_color $__bobthefish_current_bg
8	8	------> echo -ns $right_black_arrow_glyph ' '
8	8	------> set_color $fg $argv
7	7	-----> set __bobthefish_current_bg $bg
54	4291	----> echo -ns (__bobthefish_git_branch) $flags ' '
13	4237	-----> __bobthefish_git_branch
57	1411	------> set -l tag (command git describe --tags --exact-match 2>/dev/null)
1354	1354	-------> command git describe --tags --exact-match 2>/dev/null
71	1472	------> set -l branch (command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' '')
1401	1401	-------> command git symbolic-ref HEAD 2>/dev/null | string replace -r '^refs/heads/' ''
16	1341	------> begin...
8	8	-------> [ -n "$theme_git_default_branches" ]
95	1284	-------> set -l theme_git_default_branches master main (git config init.defaultBranch)
1189	1189	--------> git config init.defaultBranch
12	12	-------> [ "$theme_display_git_master_branch" != 'yes' -a "$theme_display_git_default_branch" != 'yes' ]
11	11	-------> contains $branch $theme_git_default_branches
6	6	-------> echo $branch_glyph
4	4	-------> return
8	8	----> set_color normal
12	317	----> if [ "$theme_git_worktree_support" != 'yes' ]...
6	6	-----> [ "$theme_git_worktree_support" != 'yes' ]
50	286	-----> set -l project_pwd (__bobthefish_project_pwd $git_root_dir $real_pwd)
20	236	------> __bobthefish_project_pwd $git_root_dir $real_pwd
5	5	-------> set -q theme_project_dir_length
7	7	-------> set -l theme_project_dir_length 0
64	174	-------> set -l project_dir (string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd)
69	110	--------> string replace -r '^'(__bobthefish_escape_regex "$project_root_dir")'($|/)' '' $real_pwd
26	41	---------> __bobthefish_escape_regex "$project_root_dir"
15	15	----------> string escape --style=regex "$str" 2>/dev/null
9	30	-------> if [ $theme_project_dir_length -eq 0 ]...
9	9	--------> [ $theme_project_dir_length -eq 0 ]
9	9	--------> echo -n $project_dir
3	3	--------> return
5	10	-----> if [ "$project_pwd" ]...
5	5	------> [ "$project_pwd" ]
3	3	-----> return
17	136	--> __bobthefish_finish_segments
23	56	---> if [ -n "$__bobthefish_current_bg" ]...
7	7	----> [ -n "$__bobthefish_current_bg" ]
9	9	----> set_color normal
9	9	----> set_color $__bobthefish_current_bg
8	8	----> echo -ns $right_black_arrow_glyph ' '
12	52	---> if [ "$theme_newline_cursor" = 'yes' ]...
7	7	----> [ "$theme_newline_cursor" = 'yes' ]
6	6	----> echo -ens "\n"
9	9	----> set_color $fish_color_autosuggestion
6	18	----> if set -q theme_newline_prompt...
5	5	-----> set -q theme_newline_prompt
7	7	-----> echo -ens "$theme_newline_prompt"
5	5	---> set_color normal
6	6	---> set __bobthefish_current_bg
9	195	> fish_right_prompt
8	29	-> if not set -q CONDA_LEFT_PROMPT...
6	6	--> not set -q CONDA_LEFT_PROMPT
6	15	--> __conda_add_prompt
3	9	---> if set -q CONDA_PROMPT_MODIFIER...
6	6	----> set -q CONDA_PROMPT_MODIFIER
19	157	-> __fish_right_prompt_orig
7	7	--> set -l __bobthefish_left_arrow_glyph \uE0B3
5	17	--> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
12	12	---> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
10	10	--> set_color $fish_color_autosuggestion
18	81	--> __bobthefish_cmd_duration
7	7	---> [ "$theme_display_cmd_duration" = "no" ]
11	11	---> [ -z "$CMD_DURATION" -o "$CMD_DURATION" -lt 100 ]
7	22	---> if [ "$CMD_DURATION" -lt 5000 ]...
7	7	----> [ "$CMD_DURATION" -lt 5000 ]
8	8	----> echo -ns $CMD_DURATION 'ms'
8	8	---> set_color $fish_color_normal
8	8	---> set_color $fish_color_autosuggestion
7	7	---> [ "$theme_display_date" = "no" ]
10	17	--> __bobthefish_timestamp
5	5	---> [ "$theme_display_date" = "no" ]
2	2	---> return
6	6	--> set_color normal
15	556	> fish_title
12	34	-> __bobthefish_title_user
5	22	--> if [ "$theme_title_display_user" = 'yes' ]...
17	17	---> [ "$theme_title_display_user" = 'yes' ]
4	11	-> if [ "$theme_title_display_process" = 'yes' ]...
7	7	--> [ "$theme_title_display_process" = 'yes' ]
7	496	-> if [ "$theme_title_display_path" != 'no' ]...
7	7	--> [ "$theme_title_display_path" != 'no' ]
5	482	--> if [ "$theme_title_use_abbreviated_path" = 'no' ]...
6	6	---> [ "$theme_title_use_abbreviated_path" = 'no' ]
39	471	---> prompt_pwd
8	8	----> set -l options h/help d/dir-length= D/full-length-dirs=
13	13	----> argparse -n prompt_pwd $options -- $argv
3	8	----> if set -q _flag_help...
5	5	-----> set -q _flag_help
5	5	----> set -q argv[1]
7	7	----> set argv $PWD
4	4	----> set -ql _flag_d
5	5	----> set -q fish_prompt_pwd_dir_length
6	6	----> set -l fish_prompt_pwd_dir_length 1
5	5	----> set -l fulldirs 0
4	4	----> set -ql _flag_D
4	4	----> set -q fish_prompt_pwd_full_dirs
6	6	----> set -l fish_prompt_pwd_full_dirs 1
19	357	----> for path in $argv...
46	56	-----> set -l realhome (string escape --style=regex -- ~)
10	10	------> string escape --style=regex -- ~
46	75	-----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $path)
29	29	------> string replace -r '^'"$realhome"'($|/)' '~$1' $path
12	207	-----> if test "$fish_prompt_pwd_dir_length" -eq 0...
8	8	------> test "$fish_prompt_pwd_dir_length" -eq 0
5	5	------> set -l full
11	124	------> if test $fish_prompt_pwd_full_dirs -gt 0...
5	5	-------> test $fish_prompt_pwd_full_dirs -gt 0
40	97	-------> set -l all (string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp)
41	57	--------> string split -m (math $fish_prompt_pwd_full_dirs - 1) -r / $tmp
16	16	---------> math $fish_prompt_pwd_full_dirs - 1
6	6	-------> set tmp $all[1]
5	5	-------> set full $all[2..]
42	58	------> string join / -- (string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp) $full
16	16	-------> string replace -ar -- '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
53	205	> __fish_winch_handler SIGWINCH
50	152	-> if test "$fish_handle_reflow" = 1 2>/dev/null...
57	57	--> test "$fish_handle_reflow" = 1 2>/dev/null
45	45	--> commandline -f repaint >/dev/null 2>/dev/null
37	122	> fish_mode_prompt
24	24	-> [ "$theme_display_vi" != 'no' ]
53	53	-> [ "$fish_key_bindings" = 'fish_vi_key_bindings' \
        -o "$fish_key_bindings" = 'hybrid_bindings' \
        -o "$fish_key_bindings" = 'fish_hybrid_key_bindings' \
        -o "$theme_display_vi" = 'yes' ]
8	8	-> return
30	24034	> fish_prompt
32	32	-> set -l last_status $status
6	17	-> if set -q CONDA_LEFT_PROMPT...
11	11	--> set -q CONDA_LEFT_PROMPT
30	43	-> return_last_status $last_status
13	13	--> return $argv
88	23912	-> __fish_prompt_orig
16	16	--> set -l last_status $status
5	22	--> if [ "$TERM" = 'dumb' ]...
17	17	---> [ "$TERM" = 'dumb' ]
224	837	--> __bobthefish_glyphs
32	32	---> set -x branch_glyph            \uE0A0
13	13	---> set -x right_black_arrow_glyph \uE0B0
13	13	---> set -x right_arrow_glyph       \uE0B1
11	11	---> set -x left_black_arrow_glyph  \uE0B2
15	15	---> set -x left_arrow_glyph        \uE0B3
7	7	---> set -x detached_glyph          \u27A6
11	11	---> set -x tag_glyph               \u2302
10	10	---> set -x nonzero_exit_glyph      '! '
11	11	---> set -x private_glyph           \uE0A2 ' '
12	12	---> set -x superuser_glyph         '$ '
8	8	---> set -x bg_job_glyph            '% '
11	11	---> set -x hg_glyph                \u263F
13	13	---> set -x superscript_glyph       \u00B9 \u00B2 \u00B3
7	7	---> set -x virtualenv_glyph        \u25F0
7	7	---> set -x pypy_glyph              \u1D56
9	9	---> set -x ruby_glyph              ''
8	8	---> set -x go_glyph                ''
7	7	---> set -x nix_glyph               ''
7	7	---> set -x desk_glyph              \u25F2
9	9	---> set -x k8s_glyph               \u2388
10	10	---> set -x vagrant_running_glyph   \u2191
8	8	---> set -x vagrant_poweroff_glyph  \u2193
8	8	---> set -x vagrant_aborted_glyph   \u2715
8	8	---> set -x vagrant_saved_glyph     \u21E1
9	9	---> set -x vagrant_stopping_glyph  \u21E3
8	8	---> set -x vagrant_unknown_glyph   '!'
11	11	---> set -x git_dirty_glyph      '*'
10	10	---> set -x git_staged_glyph     '~'
6	6	---> set -x git_stashed_glyph    '$'
7	7	---> set -x git_untracked_glyph  '…'
6	6	---> set -x git_ahead_glyph      \u2191
8	8	---> set -x git_behind_glyph     \u2193
8	8	---> set -x git_plus_glyph       '+'
9	9	---> set -x git_minus_glyph      '-'
8	8	---> set -x git_plus_minus_glyph '±'
7	7	---> set -x fossil_glyph \U1F9B4
4	27	---> if [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]...
23	23	----> [ "$theme_powerline_fonts" = "no" -a "$theme_nerd_fonts" != "yes" ]
58	223	---> if [ "$theme_nerd_fonts" = "yes" ]...
7	7	----> [ "$theme_nerd_fonts" = "yes" ]
9	9	----> set private_glyph    \uF023 ' '
8	8	----> set branch_glyph     \uF418
5	5	----> set detached_glyph   \uF417
7	7	----> set tag_glyph        \uF412
7	7	----> set nix_glyph        \uF313 ' '
9	9	----> set virtualenv_glyph \uE73C ' '
6	6	----> set ruby_glyph       \uE791 ' '
7	7	----> set go_glyph         \uE626 ' '
8	8	----> set node_glyph       \uE718 ' '
6	6	----> set vagrant_running_glyph  \uF431
8	8	----> set vagrant_poweroff_glyph \uF433
6	6	----> set vagrant_aborted_glyph  \uF468
6	6	----> set vagrant_unknown_glyph  \uF421
8	8	----> set git_dirty_glyph      \uF448 ''
7	7	----> set git_staged_glyph     \uF0C7 ''
9	9	----> set git_stashed_glyph    \uF0C6 ''
8	8	----> set git_untracked_glyph  \uF128 ''
6	6	----> set fossil_glyph \UF00B9
6	6	----> set git_ahead_glyph      \uF47B
5	5	----> set git_behind_glyph     \uF47C
6	6	----> set git_plus_glyph       \uF0DE
5	5	----> set git_minus_glyph      \uF0DD
6	6	----> set git_plus_minus_glyph \uF0DC
4	11	---> if [ "$theme_avoid_ambiguous_glyphs" = "yes" ]...
7	7	----> [ "$theme_avoid_ambiguous_glyphs" = "yes" ]
65	860	--> __bobthefish_colors $theme_color_scheme
427	795	---> switch "$color_scheme"...
8	8	----> set -l red      cc9999 ce000f 660000
8	8	----> set -l green    addc10 189303 0c4801
7	7	----> set -l blue     48b4fb 005faf 255e87
6	6	----> set -l orange   f6b117 unused 3a2a03
7	7	----> set -l brown    bf5e00 803f00 4d2600
6	6	----> set -l grey     cccccc 999999 333333
5	5	----> set -l white    ffffff
8	8	----> set -l black    000000
6	6	----> set -l ruby_red af0000
6	6	----> set -l go_blue  00d7d7
14	14	----> set -x color_initial_segment_exit     $white $red[2] --bold
11	11	----> set -x color_initial_segment_private  $white $grey[3]
12	12	----> set -x color_initial_segment_su       $white $green[2] --bold
10	10	----> set -x color_initial_segment_jobs     $white $blue[3] --bold
